GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A00AA,A08AA,A08AB,D08AA,D08AB,AR9AA,B58AA,B58AB,B58AC,B58AD,B58AE,B58AF,B58AG,B58AH,B58AI,B58AJ,B58AK,B58AL,B58AM,B58AN,B58AO,B58AP,B58AQ,B58AR,B58AS,B58AT,B58AU,B58AV,B58AW,B58AX,B58AY,B58AZ,B58BA,B58BB,B58BC,B58BD,B58BE,B58BF,B58BG,B58BH,B58BI,B58BJ,B18AA,B18AB,B18AC,B18AD,B18AE,AS9AA,AS9AB,A39AA,A39AB,A39AC,A39AD,A39AE,A39AF,A39AG,A39AH,A39AI,A39AJ,A39AK,A39AL,A39AM,A39AN,A39AO,A39AP,CQ9AA,CR1AA,CR3AA,CR3AB,A68AA,CL5AA,AG4AA,AG4AB,AG4AC,AG4AD,AG4AE,AG4AF,AG4AG,AG4AH,AG4AI,AG4AJ,AG4AK,AG4AL
"G130","2020","Georgia","13","130","Georgia",10711908,5188570,5523338,2491634,8220274,37.5,312206,345849,382923,229248,155388,82381,77322,214507,358512,352736,667750,676238,339001,127050,174401,446360,196119,50579,302012,333941,366202,219253,153579,80349,78333,215079,370473,372437,722468,721527,365395,139384,196675,530136,259345,96750,5555483,3320513,50618,1041386,743908,5027909,5428821,613721,679464,748282,445295,270198,138378,138271,407023,1414713,1361441,1377966,695806,263399,367088,963589,572096,2486762,1535685,,,2701069,8542775,715983,296821,419162,1103753,99392,39131,60261,130934,322439,118030,204409,328568
"G150","2020","Hawaii","15","150","Hawaii",1455271,727844,727427,299366,1155905,40.8,39633,43022,44793,26382,16728,10029,9504,31130,50259,48538,93077,88747,47810,19840,28147,80905,35969,13331,37719,40745,42483,24589,15941,8442,8557,25223,45366,46959,90862,89304,48546,20618,29827,85058,42680,24508,333261,23417,4370,726094,368129,699904,714626,77131,83595,87102,50577,30353,15807,16026,49588,182564,179899,174907,94637,39761,57233,164262,111088,298405,275350,,,336672,1149187,85024,35881,49143,155136,12473,5174,7299,20830,23104,8555,14549,40105
"G160","2020","Idaho","16","160","Idaho",1839106,919196,919910,462706,1376400,36.8,58187,65956,71066,41740,26043,13163,13526,38854,60780,58081,115831,101924,53293,22160,32248,91293,42971,12080,55941,63379,67248,39189,27136,13116,13039,35826,56562,56587,114109,101144,55841,23083,34371,96370,48072,18897,1510360,15726,25621,134194,153205,891874,897503,114055,129272,138113,80359,44919,22761,22537,67410,225579,226058,200547,107851,44803,66036,185418,113659,461799,299077,,,467127,1474615,144958,66094,78864,220549,18719,7089,11630,17192,35086,12659,22427,30623
"G170","2020","Illinois","17","170","Illinois",12812508,6283130,6529378,2813039,9999469,38.8,360236,389841,424843,262276,176643,89570,86207,252567,437563,434582,827605,795209,421299,167245,233037,574411,261962,88034,345380,373830,407034,249599,167172,85187,82437,246597,435453,436621,840800,818111,441530,178025,252024,655918,348064,165596,7868227,1808271,96498,1894528,1144984,6123699,6413444,705109,763196,831071,509961,297724,153930,155572,482577,1713837,1643684,1592462,851467,340618,478271,1210746,806918,2809337,2017664,,,3191109,10045538,883257,370511,512746,1380077,117920,46950,70970,151279,327050,120612,206438,331526
"G180","2020","Indiana","18","180","Indiana",6785528,3344660,3440868,1592949,5192579,38.2,209055,226520,238031,142028,100093,50361,48934,132986,219080,214673,419472,409890,221061,87631,124957,314660,141769,43459,199773,215666,227308,134568,95578,49481,47587,129709,216258,216814,419892,412648,230168,92865,133561,353378,183863,81751,5241795,648513,26086,432408,436726,3247502,3359652,408524,441857,464577,274746,156347,82694,85519,252957,849375,823399,811987,446115,178509,255589,657679,417280,1589704,1074959,,,1731327,5283162,466743,203364,263379,781238,76720,31746,44974,73939,180817,72062,108755,151870
"G190","2020","Iowa","19","190","Iowa",3190369,1586092,1604277,740266,2450103,38.6,96564,105350,111681,65346,47307,25483,23595,62264,101211,101295,197318,181243,103359,42583,60938,159624,74442,26489,93500,100517,105955,61353,45543,24641,22554,58117,96341,98986,191445,178103,106110,43955,63259,170531,93603,49764,2694521,131972,14486,170107,179283,1535091,1556720,189951,205752,217284,125410,71102,39213,39367,113730,389283,383136,355428,207228,85625,122828,324820,221654,738397,546474,,,811293,2434409,234811,105689,129122,390451,34752,14001,20751,27895,73209,29304,43905,50175
"G200","2020","Kansas","20","200","Kansas",2937880,1462305,1475575,708564,2229316,37.4,91927,101167,106753,62873,44462,23759,22540,59779,95468,96310,185416,164565,93085,37518,53926,138563,62265,21929,87519,96907,102094,59324,42139,21526,20383,54985,90318,93545,181549,164900,95994,39627,57132,150368,78397,38868,2222462,168809,30995,235107,280507,1412124,1438816,179189,197807,208478,121343,68436,37346,37831,109234,365826,359178,324678,186531,76156,109785,284427,184695,706817,469122,,,744597,2289145,221990,99745,122245,340847,31631,12306,19325,27383,69554,26388,43166,53192
"G210","2020","Kentucky","21","210","Kentucky",4505836,2214921,2290915,1021936,3483900,39.4,135154,145144,152932,90317,61180,31743,30230,85284,143620,141654,279345,281086,150844,59359,83896,219665,97001,26467,129100,137706,145797,85786,59532,30987,30056,83337,141559,142192,280996,285065,159344,63698,91734,248080,125453,50493,3711254,362417,12801,174524,244840,2141353,2239574,264082,282635,298233,174554,99380,52143,53272,160466,551597,544705,556714,306063,121597,173549,461186,280751,1019504,741937,,,1164261,3495343,300273,129782,170491,530926,47733,19369,28364,51300,118984,47826,71158,115045
"G220","2020","Louisiana","22","220","Louisiana",4657757,2261286,2396471,1087209,3570548,38.1,142722,153356,162906,95215,64227,32296,31450,86511,147172,152496,293102,265970,149288,60884,85706,217693,93452,26840,138535,147281,156458,90736,65255,33441,32039,88525,152907,160141,306417,279345,160950,65685,93598,248942,124908,51308,2657652,1464023,31657,231048,273377,2181283,2352351,281193,300533,319094,184780,111138,57808,57698,166674,592775,582253,534372,304881,124607,176485,458675,280668,1085600,739343,,,1186382,3641982,272359,117658,154701,479317,51888,21440,30448,59830,165183,67408,97775,157805
"G230","2020","Maine","23","230","Maine",1362359,667560,694799,252274,1110085,45.1,31237,35298,38895,23879,17205,8606,8013,21376,38532,41643,78662,84746,51307,21058,30831,85282,38860,12130,30240,33650,36595,22480,16308,8340,7679,20706,37805,41917,80124,87593,54311,22711,33583,92824,46774,21159,1237041,25752,7885,26971,64710,649306,676599,61414,68832,75347,45680,25142,13469,13478,40327,157402,156884,170784,104692,43385,63799,175588,109682,251273,285270,,,355397,1000367,81713,33516,48197,187584,14907,5538,9369,14131,29495,10067,19428,27567
"G240","2020","Maryland","24","240","Maryland",6177224,2975416,3201808,1362022,4815202,38.8,176228,192648,204845,121955,81725,42792,40846,116501,201364,210470,387366,374640,207070,79594,108627,267238,122248,39259,168819,184537,196123,116867,79706,41365,39619,115483,206904,222237,418501,413117,229143,88776,123041,320844,163733,72993,3007874,1820472,31845,835132,481901,2905414,3146305,344811,376990,400641,237053,138097,71729,72771,223710,827366,796020,780179,431833,166553,229211,579823,374932,1359495,954755,,,1542783,4895184,422330,181790,240540,638291,57598,22319,35279,73315,162111,56033,106078,189138
"G250","2020","Massachusetts","25","250","Massachusetts",7029917,3401702,3628215,1366194,5663723,39.9,173829,188680,206613,129907,97421,53822,52750,149184,250309,243094,418687,428902,242246,94314,130445,333741,153279,54479,166191,180748,196848,123378,98925,54590,53580,149702,253760,252544,442431,460670,258741,102032,143786,384567,202910,102812,4896037,494029,24018,1006966,608867,3280464,3503935,339074,368828,402399,250753,141060,73991,79162,275395,979925,849786,879787,494796,193749,270527,706588,478579,1361054,1185167,,,1718902,5277124,470115,195429,274686,762035,54676,20755,33921,81754,166914,55800,111114,183408
"G260","2020","Michigan","26","260","Michigan",10077331,4970856,5106475,2162729,7914602,40.1,279785,304505,321864,200652,140226,73803,72754,196908,336360,324709,591164,620391,349508,140744,203176,509897,230265,74145,269090,290100,306694,190039,136643,72825,70512,187294,324195,319397,592594,630016,361484,147917,216202,566684,291417,133372,7444974,1376579,61261,559202,635315,4842456,5013159,548512,594301,627818,385825,241171,127969,129689,368323,1278544,1164415,1234016,702311,285309,414327,1061968,691117,2156456,1753085,,,2574513,7814327,647653,275630,372023,1184343,101797,40171,61626,122203,255673,97529,158144,262844
"G270","2020","Minnesota","27","270","Minnesota",5706494,2835448,2871046,1317461,4389033,38.4,173995,187843,195995,115994,74807,39103,36909,105272,185305,196174,375156,336074,193136,77458,107577,268508,123520,42622,166362,179094,187121,111057,73061,37736,36489,102399,181029,193641,367667,334155,195628,79841,111123,288690,151917,74036,4423146,398434,68641,470552,345721,2763648,2804553,339676,366433,382407,225149,126750,65045,65701,200332,742710,731121,660655,383307,155258,215816,547842,359999,1313665,907841,,,1429753,4394717,428615,193009,235606,672658,56955,22477,34478,52992,124322,46676,77646,94211
"G280","2020","Mississippi","28","280","Mississippi",2961279,1429853,1531426,683680,2277599,39.0,86978,92844,106098,62108,45877,22773,20702,55774,88085,86041,175129,173659,95948,38248,54880,143785,63588,17336,84669,90106,101324,59553,45546,22315,21209,55631,92555,92392,187883,185941,103921,42643,60886,164839,85495,34518,1658893,1084481,16450,90723,110732,1372219,1495389,171598,182839,207173,120429,70440,37482,37780,106275,347310,352342,352939,196850,79811,114092,303042,187206,682039,490248,,,761452,2337960,169903,70193,99710,313713,26611,10289,16322,37717,104466,40131,64335,109042
"G290","2020","Missouri","29","290","Missouri",6154913,3024114,3130799,1379301,4775612,39.0,181782,195353,207308,122429,84922,45485,43398,120720,201123,200745,376605,356853,206630,82940,116488,296301,141134,43898,173242,185820,197724,115643,84694,43128,41239,116759,199105,201131,380216,364761,216427,88078,126408,336785,180077,79562,4740335,699840,30518,271049,413171,2926799,3059100,354731,380901,404093,235900,140767,72644,74806,225334,783182,742575,710728,416796,168456,239223,622224,413539,1375625,1035763,,,1567376,4722204,412846,182195,230651,722286,63586,25191,38395,64700,158293,61128,97165,145665
"G300","2020","Montana","30","300","Montana",1084225,544238,539987,234102,850123,40.5,30354,33807,35540,20261,13958,7289,7289,19878,34365,35910,67801,59734,35710,15562,23138,65539,29564,8539,28870,32490,33597,19183,13163,6989,6774,18733,32462,34242,65310,58714,37019,16410,24390,66394,31903,13344,916524,5484,67612,23330,71275,528118,526803,58783,65883,68576,38602,21999,12289,12819,37090,133610,130341,116471,71695,31555,46993,130136,78079,231844,208215,,,276008,810002,72107,32286,39821,140534,11478,4243,7235,10601,21974,8261,13713,19314
"G310","2020","Nebraska","31","310","Nebraska",1961504,976742,984762,485377,1476127,36.9,64659,69799,71898,42461,28304,14671,13916,37993,64520,66143,125609,109018,61160,25226,35428,90400,40975,14562,61946,66107,68427,40080,27217,13949,13324,36845,62764,64255,122634,107521,62202,25565,36516,98272,51098,26040,1538052,96535,23102,159652,144163,949681,962321,126472,135785,140112,81770,44565,23003,24523,71986,252901,244616,214015,121985,50236,71201,186147,122685,484139,308832,,,493998,1526304,153024,71254,81770,224513,20456,8203,12253,17061,47111,18738,28373,31833
"G320","2020","Nevada","32","320","Nevada",3104614,1553734,1550880,691288,2413326,38.6,89237,98802,105067,61707,39023,20041,19541,59581,109427,111426,208300,197897,100163,38663,54658,151574,71261,17366,84795,93627,100117,57936,36673,18303,18702,57573,106315,108966,205294,196282,100693,39758,57587,164003,78919,25337,1588463,304739,43932,733471,434009,1527120,1540540,173928,192363,204997,118997,72428,37198,37356,115006,428146,407166,390108,198857,77750,111365,313265,188730,690285,501995,,,761599,2415266,190815,82149,108666,319442,39359,16208,23151,47082,80810,30248,50562,84091
"G330","2020","New Hampshire","33","330","New Hampshire",1377529,681709,695820,256849,1120680,43.6,31484,35657,39380,25046,17503,8929,10217,25630,42510,44159,79298,89587,55069,22361,31426,78356,34387,10710,29996,33815,37738,23733,18350,9568,9316,23330,40436,43051,79674,91728,57163,23201,32220,83937,40680,17884,1216203,20127,3031,60426,77742,660572,674222,61361,69367,76889,48397,27931,14064,14848,44071,166128,156492,179640,111379,45197,63151,160406,95473,256014,255879,,,360427,1050121,90510,35977,54533,188007,13229,4604,8625,15372,25771,8268,17503,27538
"G340","2020","New Jersey","34","340","New Jersey",9288994,4518705,4770289,2007684,7281310,39.9,255930,279600,302907,187629,122904,62819,61108,176595,299968,307748,586283,594778,320586,124325,168990,407533,191509,67493,246116,268108,289806,177588,115957,58424,57909,167018,295844,316570,612992,633825,344420,134319,186629,476634,259466,128664,5112280,1219770,51186,2002264,903494,4415910,4692709,501557,547364,592237,363971,207410,106970,107409,330563,1200779,1184238,1215718,657883,255587,351649,872371,612913,2005129,1485284,,,2352596,7564597,689064,287848,401216,984677,80671,31967,48704,117272,217576,73320,144256,263336
"G350","2020","New Mexico","35","350","New Mexico",2117522,1044156,1073366,478533,1638989,39.2,58270,66831,74620,44160,29569,15693,14614,40093,69229,69694,128102,116667,68523,28017,40250,112906,51543,15375,56536,63943,71564,42609,28226,14163,13389,37508,66712,68337,128346,122269,73033,30625,44723,125950,61447,23986,1078937,45904,212241,358194,422246,1015878,1058794,114654,130600,145830,86039,52868,26622,25704,74029,266051,250378,235594,139982,58131,84235,236728,147227,477123,383955,,,529667,1649019,118245,49513,68732,229220,27286,10703,16583,30157,61021,22596,38425,63738
"G360","2020","New York","36","360","New York",20201249,9770361,10430888,4113114,16088135,39.0,541415,576640,610759,375520,275547,145595,140826,410699,730854,726697,1252494,1213728,666274,264011,361012,906179,420321,151790,519195,551390,580824,357371,268364,141521,138220,415052,751522,746883,1312159,1306300,723531,287700,400680,1063050,577064,290062,11143349,2986172,149690,4154575,1767463,9442153,10150313,1049930,1120249,1184676,723435,432708,235940,239959,786856,2893607,2517797,2476554,1363654,541511,748081,1930267,1347242,4078290,3277509,,,4797156,15324428,1228929,534787,694142,1950649,181278,73351,107927,272530,516317,179751,336566,647453
"G370","2020","North Carolina","37","370","North Carolina",10439388,5067350,5372038,2284289,8155099,39.4,292563,318157,347805,207106,150419,78123,75995,204333,337813,333168,630581,652975,335839,130052,183830,497093,228629,62869,281905,306958,332127,197668,145123,74349,72388,195901,341663,349456,670157,687440,363547,144018,208481,584487,297038,119332,6488459,2140217,130032,968959,711721,4896945,5256921,573947,624587,679016,402104,233250,121813,123901,373103,1331938,1278775,1323158,690874,270864,387797,1067413,671326,2279654,1738739,,,2709047,8143309,706881,301113,405768,1218567,101131,39489,61642,115992,283721,104255,179466,282755
"G380","2020","North Dakota","38","380","North Dakota",779094,398069,381025,183001,596093,35.8,26785,26915,25773,14161,11928,6952,6703,18273,30154,30024,51763,41828,24390,10264,14504,35776,15736,6140,25581,25964,24511,13311,11216,5891,5849,16265,26836,26852,46152,38836,23512,10144,14337,35808,19037,10923,645938,26783,38914,25519,41940,384389,368455,52224,52766,50141,27167,16322,10183,11093,33102,111905,96687,79797,47377,20156,28535,70282,45107,182298,115389,,,190819,573178,58745,29309,29436,89004,9002,3957,5045,6977,17069,7457,9612,10022
"G390","2020","Ohio","39","390","Ohio",11799448,5781618,6017830,2591886,9207562,39.8,339683,365311,386493,233804,163135,84877,83381,226035,375753,374525,702134,712666,396851,161960,233274,589597,264716,87423,326751,348172,369768,221904,158500,84133,82650,219636,373768,376278,711708,727459,416366,172161,251575,665689,349241,162071,9080688,1478781,30720,527887,681372,5617791,5882029,665904,712921,755433,453487,269306,140532,146665,426947,1469064,1389059,1421490,802895,329744,478306,1234183,803884,2587745,2038067,,,3004144,9024308,752638,324397,428241,1375661,120694,47927,72767,133845,323435,130055,193380,297871
"G400","2020","Oklahoma","40","400","Oklahoma",3959353,1961629,1997724,948655,3010698,37.3,123473,135624,143268,83739,57302,30069,29778,79588,131372,132078,253090,224863,123285,49735,69884,182398,86224,25859,117769,129084,136736,78962,55684,28587,27802,74840,126306,130553,249117,226000,128838,52990,75859,204515,109379,44703,2514885,289961,332791,313558,508158,1887060,1954989,240984,264450,279422,161058,95101,48972,49984,145592,503419,487817,441581,247887,101151,143540,380662,250429,945914,631091,,,1005974,3097569,275942,122472,153470,443029,43867,17314,26553,45047,104223,41148,63075,93866
"G410","2020","Oregon","41","410","Oregon",4237256,2097500,2139756,866604,3370652,39.9,110045,124550,132413,77590,52616,28089,27301,79124,144647,152415,288375,255543,128629,52278,78298,229105,104839,31643,105207,118302,125236,73261,52092,27944,26643,76850,141125,148515,284375,252692,134719,57003,86271,254451,123412,51658,3169096,82655,62993,479173,443339,2040947,2099379,214910,242567,257107,149409,92354,48846,49708,150410,574412,561168,498387,258490,107606,162067,476795,296090,863993,772885,,,1050486,3161197,278211,120633,157578,501930,42258,16177,26081,46949,90362,32201,58161,90776
"G420","2020","Pennsylvania","42","420","Pennsylvania",13002700,6362357,6640343,2649152,10353548,41.0,341150,374761,399284,241689,175095,95744,93818,242180,414508,423823,767272,790107,450630,183891,265062,678896,314045,110402,326666,357146,379092,229364,176791,95731,90636,238583,410138,424699,775067,807829,470813,195547,282530,758539,411674,209498,9750687,1423169,31052,1023308,774484,6144949,6453655,667023,731170,776985,466928,276108,149160,151794,450335,1633308,1512138,1574888,909452,374271,540316,1414832,969896,2642106,2384728,,,3311399,9974596,823329,347430,475899,1562669,121732,47400,74332,153468,315084,117452,197632,335117
