GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A00AA,A08AA,A08AB,D08AA,D08AB,AR9AA,B58AA,B58AB,B58AC,B58AD,B58AE,B58AF,B58AG,B58AH,B58AI,B58AJ,B58AK,B58AL,B58AM,B58AN,B58AO,B58AP,B58AQ,B58AR,B58AS,B58AT,B58AU,B58AV,B58AW,B58AX,B58AY,B58AZ,B58BA,B58BB,B58BC,B58BD,B58BE,B58BF,B58BG,B58BH,B58BI,B58BJ,B18AA,B18AB,B18AC,B18AD,B18AE,AS9AA,AS9AB,A39AA,A39AB,A39AC,A39AD,A39AE,A39AF,A39AG,A39AH,A39AI,A39AJ,A39AK,A39AL,A39AM,A39AN,A39AO,A39AP,CQ9AA,CR1AA,CR3AA,CR3AB,A68AA,CL5AA,AG4AA,AG4AB,AG4AC,AG4AD,AG4AE,AG4AF,AG4AG,AG4AH,AG4AI,AG4AJ,AG4AK,AG4AL
"G190","2010","Iowa","19","190","Iowa",3046355,1508319,1538036,727993,2318362,38.1,103401,102669,103327,63993,47246,24151,22805,62511,101509,94027,184384,219460,102309,35985,47265,105782,64144,23351,98722,97977,97577,60327,45271,23076,21890,58917,96334,90713,180164,220266,102084,36167,48940,118874,89430,51307,2781561,89148,11084,111229,53333,1458325,1489918,201794,200321,200096,122535,69007,36117,37907,114959,375608,359430,434378,202285,71333,95207,221343,205923,724746,427266,281935,145331,790034,2343158,244753,110423,134330,380420,30110,13906,16204,20995,72255,31219,41036,41501
"G200","2010","Kansas","20","200","Kansas",2853118,1415408,1437710,726939,2126179,36.0,104888,103421,102156,62164,43198,22103,21205,62142,101077,91335,174860,201239,90190,31703,41795,89380,53231,19321,100604,99026,96728,57952,40507,20655,19726,58623,96706,88602,171813,205025,92322,31958,43279,101009,73178,39997,2391044,167864,28150,180127,85933,1369175,1404869,205309,202299,198415,118743,67117,35304,36393,114964,368713,340788,400963,180838,63076,84330,187788,169004,724766,356792,237998,118794,734103,2245869,237269,110765,126504,331040,28773,12772,16001,21241,72370,30918,41452,43410
"G210","2010","Kentucky","21","210","Kentucky",4339367,2134952,2204415,1023371,3315996,38.1,144179,144859,145813,89616,62491,31057,29718,86657,143707,142068,289481,316485,139800,51721,69504,151577,75199,21020,138188,138029,138341,84346,60342,30211,28939,83386,141589,138852,287181,326612,148227,54748,74993,173737,108506,48188,3809537,337520,10120,106982,75208,2058237,2155260,282073,282608,283322,171682,101475,51024,51919,159923,545931,562966,633002,285026,105403,143114,320447,233582,1019685,554029,371118,182911,1149905,3424005,329086,143068,186018,519238,41976,17602,24374,40569,121891,50311,71580,97145
"G220","2010","Louisiana","22","220","Louisiana",4533372,2219292,2314080,1118015,3415357,35.8,160136,156386,156872,97399,68348,33822,33701,101767,166926,148120,279702,320259,141798,49966,66801,143251,73141,20897,154124,149976,149964,93158,67874,34429,34062,100528,165999,147388,284897,334116,150769,53721,72507,168743,107036,44789,2836192,1452396,30579,141322,72883,2131233,2274712,313923,306198,306333,188717,120408,61085,62444,192801,603085,546941,639581,287934,102318,137556,306839,229782,1115171,536621,367474,169147,1160118,3594165,304080,131237,172843,464118,45517,20490,25027,49899,160689,68339,92350,135815
"G230","2010","Maine","23","230","Maine",1328361,650056,678305,274533,1053828,42.7,35767,38081,40495,26709,18832,8824,8436,23166,36145,35662,84259,106990,49861,18598,25763,53666,29463,9339,33753,36035,38518,25175,17594,8584,8130,22506,36536,36281,87117,111585,52580,19225,26074,58985,39830,19797,1264971,15707,8568,18174,20941,631491,661325,69360,74044,78892,50926,27230,13178,13797,43152,142161,169636,216698,101678,37553,51416,111326,91769,273222,203095,130392,72703,350621,993424,93301,36888,56413,176787,14832,6162,8670,10253,33634,12600,21034,21814
"G240","2010","Maryland","24","240","Maryland",5773552,2791762,2981790,1352964,4420588,38.0,185916,186865,193068,124251,83998,41974,39735,118214,194223,179279,382477,433187,179108,63542,86399,177031,91485,31010,178572,180003,185961,118328,79664,39039,37730,117006,199325,189215,413095,469017,198881,71337,96501,209326,131674,67116,3359284,1700298,20420,528842,164708,2709943,2925234,363828,366390,378312,240524,133515,68282,68372,225067,746334,783805,890872,374190,133600,181237,381162,299687,1349054,680849,468878,211971,1447002,4557973,439471,188825,250646,587268,47191,19288,27903,57184,164366,58517,105849,151522
"G250","2010","Massachusetts","25","250","Massachusetts",6547629,3166628,3381001,1418923,5128706,39.1,187605,196547,207419,133828,101052,50888,47778,137590,218255,198338,432409,493605,208594,74794,101501,208918,122482,45025,179482,189140,198194,126708,101168,50360,48594,140458,223270,205278,454740,518830,224228,81800,112452,247542,178583,100174,5265236,434398,18850,657142,172003,3047339,3261408,365746,384923,404190,257329,137471,69522,73739,257468,827570,876093,999866,427986,154807,211644,449453,410940,1412188,860393,559280,301113,1603591,4945012,502510,210772,291738,676180,44844,18143,26701,61813,173286,62452,110834,144958
"G260","2010","Michigan","26","260","Michigan",9883640,4848114,5035526,2344068,7539572,38.9,304587,326145,345558,224021,155456,75606,69957,193006,295323,285510,633321,743803,333377,117928,157332,340036,185555,61593,291699,311639,329658,210761,149361,73744,68527,188232,294260,289056,644653,766230,349809,125139,168412,384673,259385,130288,7803120,1400362,62007,387832,230319,4710726,4943846,595247,637038,673870,431055,254139,130970,127894,366468,1139026,1256082,1488331,675221,240487,322482,716081,600181,2337210,1316262,881948,434314,2554073,7797532,730892,301913,428979,1126235,91281,36949,54332,94082,284562,108602,175960,227021
"G270","2010","Minnesota","27","270","Minnesota",5303925,2632132,2671793,1284063,4019862,37.4,181342,181614,180356,113281,75313,37231,35730,107764,187562,174549,343049,404251,174321,59951,77809,168373,95329,34307,174162,173922,171986,107400,71835,35501,34864,104561,185124,168351,338045,403647,175268,60810,81205,186054,126701,72357,4524062,274412,60916,319390,125145,2561615,2606915,354519,354868,351342,218574,117655,60458,62770,203911,703146,671282,797838,345835,119525,157361,349442,300004,1279303,649446,429058,220388,1349015,4109081,443212,201166,242046,617297,48844,21583,27261,40863,123714,50914,72800,75085
"G280","2010","Mississippi","28","280","Mississippi",2967297,1441240,1526057,755555,2211742,36.0,107465,105042,106606,66650,47495,22835,21769,60829,98610,92461,183028,202265,89321,32621,44490,98428,48279,13046,103491,100630,101642,64029,46445,22963,21706,60792,100472,95710,191919,214711,97248,35233,48412,116041,73300,31313,1754684,1098385,15030,65091,34107,1382227,1493106,210748,205336,207378,128630,77558,38626,38769,114413,371859,364298,409087,184083,67072,91825,211008,154643,752092,365651,250960,114691,770266,2395652,198257,84519,113738,308376,26355,11281,15074,31306,111668,45893,65775,94304
"G290","2010","Missouri","29","290","Missouri",5988927,2933477,3055450,1425436,4563491,37.9,199528,199591,203213,127366,89573,43723,42047,122023,201438,186306,371998,438180,188437,67552,91968,209992,114686,35856,190709,190872,193712,120445,86402,42805,41464,121227,201801,185922,376618,450392,201548,73278,100495,240498,159339,77923,4958770,693391,27376,184801,124589,2832573,2982212,389535,389858,395486,244346,143145,71131,73917,230786,755342,733817,874029,385184,139203,190206,443643,355157,1419225,798800,536529,262271,1552133,4663403,449855,197730,252125,701074,58729,25255,33474,50271,168143,68032,100111,124061
"G300","2010","Montana","30","300","Montana",989415,496667,492748,223563,765852,39.8,32129,30932,31620,20228,14287,7099,7106,20734,33135,30209,57203,73981,37835,13784,18340,40261,20768,7016,30294,29833,29504,19023,13186,6690,6411,19098,30988,28532,55742,75851,38080,13311,17508,40481,25211,13005,884961,4027,62555,12896,24976,480140,480426,61892,60276,60402,38138,21878,11673,12194,37910,119726,110544,147394,74988,26809,35553,79659,61530,220708,141189,92583,48606,257087,747513,73017,32845,40172,128594,10799,4418,6381,7632,22286,9173,13113,14759
"G310","2010","Nebraska","31","310","Nebraska",1826341,906296,920045,459221,1367120,36.2,67630,65888,62686,38945,27088,13766,13227,39239,65891,59085,111948,129381,58068,20600,26451,58164,35449,12790,64278,63040,60020,36734,26163,13114,12452,37478,63185,57015,108890,129345,59618,21051,27388,64962,48794,26518,1572838,82885,18427,112681,39510,879193,895983,131610,128788,122317,74382,40933,21001,22194,73410,241191,218012,255918,116623,41285,53324,121302,112886,457097,234188,153313,80875,467206,1421959,152991,72942,80049,213267,16815,7855,8960,13408,44726,19568,25158,25999
"G320","2010","Nevada","32","320","Nevada",2700551,1363616,1336935,665008,2035543,36.3,95772,93773,93672,57241,36832,18271,17649,55228,100301,97802,197190,191660,80947,30575,43716,97108,44862,11017,91706,89304,89501,54039,34488,17283,16609,52469,96343,92840,185853,184867,83628,31814,44819,100673,51529,19170,1786688,218626,32062,537100,126075,1336540,1327857,187368,182981,182930,110472,68276,34147,33020,105010,380207,377078,371171,163075,61818,87987,196248,122609,663751,318857,220260,98597,656621,2103270,197148,93083,104065,265361,33343,14962,18381,33182,70909,27277,43632,56678
"G330","2010","New Hampshire","33","330","New Hampshire",1316470,649394,667076,287234,1029236,41.1,35586,39544,43594,28340,19428,9552,9145,24401,36938,35301,88578,111931,47759,16969,23284,46624,24369,8051,34220,38212,41026,26712,19140,9039,9211,23198,36183,36050,90600,114030,48530,17518,24183,50138,32376,16710,1236050,15035,3150,40853,21382,629420,646946,69619,77612,84407,54593,27473,12841,14196,44408,141798,177422,224379,95722,34278,47179,95605,74834,286231,170439,115019,55420,344197,1018077,105982,41135,64847,164653,12877,4771,8106,10438,29399,9736,19663,20848
"G340","2010","New Jersey","34","340","New Jersey",8791894,4279600,4512294,2065214,6726680,39.0,276269,288621,300316,191271,118073,56438,55148,167844,277775,275366,607101,672748,272186,95399,131611,277270,159827,56337,264751,276129,287019,180838,107917,52322,51071,158415,275364,281296,631196,706448,293437,105685,147847,334164,235121,123274,6029248,1204826,29026,1288491,240303,4169151,4435867,539996,564112,586489,369831,199437,95070,94637,311306,1087998,1219296,1360685,559297,198783,276382,602780,538919,2060428,1141699,781659,360040,2226606,7178038,748765,318522,430243,894612,63015,26449,36566,91119,213744,72434,141310,215351
"G350","2010","New Mexico","35","350","New Mexico",2059179,1017421,1041758,518672,1540507,36.7,74078,72736,72021,45494,31298,15432,14390,43152,71419,64586,123641,142802,65567,25031,33170,72841,38387,11376,70903,70572,69670,43198,29871,14503,13847,41046,68259,62981,124882,149207,71232,26207,35729,80953,48081,20617,1407876,42550,193222,338521,77010,987860,1028690,144735,143094,141326,87439,55106,27372,26388,80483,258797,242857,287980,135585,50805,68443,152573,113567,516594,266140,181904,84236,518698,1625013,141609,63297,78312,216745,26924,12777,14147,22484,62079,25938,36141,48857
"G360","2010","New York","36","360","New York",19378102,9377147,10000955,4324929,15053173,38.0,590879,594362,619243,406797,292751,149840,143298,418864,680203,629759,1277108,1397302,591847,214047,286312,610871,351042,122622,564943,569593,592213,386899,279831,143243,138298,417392,699974,649401,1332909,1481389,645561,239946,325955,749731,515425,268252,12740974,3073800,106906,2870573,585849,9052256,9740168,1149259,1160015,1206176,783522,459359,238863,242956,792547,2596150,2561828,2828655,1219225,447550,603863,1336371,1166085,4298972,2502456,1642309,860147,4649791,14893244,1368323,595750,772573,1824580,150618,62649,87969,216330,552244,196320,355924,537696
"G370","2010","North Carolina","37","370","North Carolina",9535483,4645492,4889991,2281635,7253848,37.4,322871,324900,322795,196737,141534,71885,69841,194922,311499,304807,654333,665134,285244,105821,149213,321146,158554,44256,309169,311045,308309,185809,135511,69191,66328,189406,315537,314750,672818,703512,315478,117103,165902,376421,230497,103205,6528950,2048628,122110,629596,206199,4488652,4789585,631223,635342,629720,379215,217333,114587,118497,362697,1217782,1304486,1348941,594117,220711,312217,688961,502408,2275500,1191369,816724,374645,2499174,7522171,732199,328054,404145,1079830,85199,36575,48624,87811,292504,115518,176986,221631
"G380","2010","North Dakota","38","380","North Dakota",672591,339864,332727,149871,522720,37.0,22821,20520,20361,13086,11540,6652,6332,18546,26451,21601,38826,48767,23634,8082,10218,22537,14439,5451,21774,19556,19429,12324,10524,5832,5675,15919,23145,19288,36436,47890,22312,7493,10080,24336,19477,11237,605449,7960,36591,10738,11853,326178,321357,44490,40028,39633,25037,15229,9762,10531,32486,88485,74086,95629,45504,15405,20085,46080,45065,149188,91145,58271,32874,170916,497133,52438,24686,27752,84084,6320,2989,3331,5086,14724,6830,7894,8264
"G390","2010","Ohio","39","390","Ohio",11536504,5632156,5904348,2730751,8805753,38.8,367479,382641,396152,249638,171337,82813,79176,222213,357837,344087,734316,855165,383440,137346,183075,390939,222156,72346,353377,365248,378547,237669,165038,81173,77869,219872,360793,347242,745515,887026,403417,147057,197931,459295,319196,158083,9539437,1407681,25292,326329,237765,5459514,5770724,719985,747208,773320,483156,275319,135963,140677,423599,1378235,1454715,1716172,776749,280378,376142,835229,713391,2723669,1548620,1027485,521135,2991629,9000435,837703,350502,487201,1335774,110624,45499,65125,105217,344799,141185,203614,257512
"G400","2010","Oklahoma","40","400","Oklahoma",3751351,1856977,1894374,929666,2821685,36.2,134700,132918,130260,78355,57289,28480,27728,81726,135908,122914,232389,259747,114982,41612,56989,131115,69439,20426,129426,126418,123404,74185,54655,27588,26304,77416,129829,118104,228548,265864,120987,44203,61709,149352,94896,41486,2706845,277644,321687,223854,221321,1784997,1854337,263761,259010,253057,150913,93085,47147,48050,149902,488171,448036,515218,232953,84771,117435,276569,211256,926741,487825,331889,155936,975267,2963324,287231,133448,153783,435204,39355,17261,22094,34169,102357,43626,58731,76951
"G410","2010","Oregon","41","410","Oregon",3831074,1896002,1935072,866453,2964621,38.4,121828,121159,124118,76739,53938,26793,25744,75924,133636,131139,253587,265497,132857,49235,65974,139050,72113,26671,115728,116055,118435,72391,51792,25669,24831,74087,131397,127972,245938,273578,140566,51316,69618,150991,93507,51201,3204614,69206,53203,359292,144759,1844052,1900380,236995,236660,241647,147296,89819,46771,46812,144506,512368,489729,530092,270127,99468,134219,286714,231209,862598,517923,346833,171090,963467,2892701,283674,130498,153176,450067,37840,15703,22137,33081,92646,35958,56688,66159
"G420","2010","Pennsylvania","42","420","Pennsylvania",12702379,6190363,6512016,2792155,9910224,40.1,373216,384359,405227,266649,195816,96664,92575,252647,392569,364681,801861,954832,430202,151093,206915,450840,274821,95396,356322,369276,385924,251182,191419,95278,90682,246300,388958,364911,813808,985572,448846,161482,223806,528698,399272,210280,10406288,1377689,26843,653724,237835,5954727,6321539,727977,752320,788124,509515,288113,148109,155289,471114,1468366,1582897,1910841,868801,309138,425720,964612,905330,2777936,1869942,1238487,631455,3261307,9834240,919067,378755,540312,1498698,108679,44795,63884,120816,324578,125243,199335,289469
"G440","2010","Rhode Island","44","440","Rhode Island",1052567,508400,544167,223956,828611,39.4,29396,31051,32673,21556,18601,9645,9186,22398,33126,30056,66820,78573,33908,12321,16648,33804,20481,8157,28052,29389,31151,20688,19201,9892,9322,21724,32673,31107,70040,83777,36726,12929,18057,40075,30771,18593,856869,60189,6058,94664,34787,487776,522128,57333,60343,63679,41789,24225,13515,14559,41209,124551,134909,160494,69929,24996,34367,72837,71169,223144,144006,92261,51745,259561,789889,72675,29484,43191,111229,8916,3774,5142,10778,31655,11838,19817,24308
"G450","2010","South Carolina","45","450","South Carolina",4625364,2250101,2375263,1080474,3544890,37.9,153432,150301,152166,94739,73511,37651,35316,95579,151620,142881,295224,318755,142682,54657,78105,172067,80004,21411,148865,145552,145120,90299,70440,36195,34384,93369,152758,144797,306068,340673,160558,60754,87039,196976,112110,49306,3060000,1290684,19524,175221,79935,2161010,2325200,301981,295473,296330,182919,111767,59202,59693,175924,572026,588582,649709,300332,114492,164005,365471,248304,1076703,613775,431157,182618,1216415,3657186,319204,138577,180627,530755,39023,16795,22228,46331,151472,61275,90197,129630
"G460","2010","South Dakota","46","460","South Dakota",814180,407381,406799,202797,611383,36.9,30535,28544,27678,17342,12340,6128,6055,17480,28958,25625,47484,58814,27445,9629,12471,27628,16928,6297,29086,26987,26282,16343,11603,5779,5684,16470,26612,24234,45628,58104,26786,9370,12103,29999,22800,12929,699392,10207,71817,15481,17283,388944,391186,58799,54765,52919,32545,17600,8780,10295,31883,101761,90496,114551,53417,18744,24183,56510,52882,199028,109392,71491,37901,206964,620572,63461,29882,33579,98156,8381,3943,4438,5852,20054,9425,10629,11060
"G470","2010","Tennessee","47","470","Tennessee",6346105,3093504,3252601,1496001,4850104,38.0,208119,210090,215039,131933,91069,45113,43074,124718,206997,201529,422774,450369,198721,74374,103550,227251,108748,30036,199694,202091,203902,125133,89051,44267,43282,125790,210686,204785,431356,476067,216270,80861,111939,259823,157723,69881,4921948,1057315,19994,236839,110009,3003761,3188872,407428,411850,418130,254759,151618,75970,76659,238247,803248,839071,913829,411120,153897,213703,481264,341840,1492167,823104,569416,253688,1679177,5051516,466514,200918,265596,748280,56740,23313,33427,62209,185947,73337,112610,159487
"G480","2010","Texas","48","480","Texas",25145561,12472280,12673281,6865824,18279737,33.6,984149,983814,962866,579420,389266,189570,184652,558131,938966,882887,1723004,1702796,691275,241090,324730,687134,347559,100971,944324,944420,919017,547814,366624,179470,174363,530893,914073,877547,1735378,1732540,731649,259433,349514,785122,476892,204208,17701552,2979598,170972,3614438,679001,12071882,12492540,1926502,1926509,1878313,1117493,669324,332695,334293,1040621,3505759,3380094,3370204,1404633,495101,667489,1454259,1061133,6848817,2515392,1808051,707341,6237148,20634663,2115498,985356,1130142,2399515,224804,102131,122673,242627,715758,283776,431982,538946
"G490","2010","Utah","49","490","Utah",2763885,1388317,1375568,871027,1892858,29.2,135533,127676,117163,66961,44766,18656,22238,72713,118426,110492,169399,152996,65841,22621,29791,65636,36099,11310,128391,121896,110788,62619,46744,23548,22935,66429,111128,105641,163076,153968,67281,23533,31174,72588,44148,19681,2379560,29287,32927,246593,75518,1359649,1358084,263693,249428,227291,126847,79796,39488,42709,134433,439157,328379,303514,132021,45792,60528,137052,107605,867259,244657,183432,61225,660234,2353191,278270,154622,123648,257557,19678,8649,11029,19180,48491,18920,29571,37058
"G500","2010","Vermont","50","500","Vermont",625741,308206,317535,129233,496508,41.5,16339,17854,19351,12804,10855,5421,5003,12258,17713,16908,38585,50287,23905,8847,11762,23920,12291,4103,15613,16800,18286,12186,10167,5012,4648,11509,17728,17273,39774,52316,24834,8787,11838,25618,16452,8694,596292,6277,2207,10212,10753,294989,305423,31847,34596,37477,24724,12057,6330,7192,21861,68349,77584,101750,48414,17522,23432,49014,38263,128644,87277,56725,30552,160360,457185,45224,17585,27639,79171,6647,2637,4010,4679,15364,5800,9564,9275
"G510","2010","Virginia","51","510","Virginia",8001024,3925983,4075041,1853677,6147347,37.5,260107,260549,261624,164747,116755,60167,59159,174715,283970,261654,548538,593772,246591,89586,122727,256455,126421,38446,249518,251300,249622,156210,113253,57278,55759,165013,280372,264423,560390,620228,266004,97043,133013,293349,178309,83957,5486852,1551399,29225,700148,233400,3773912,3987278,509038,511299,510157,317711,176963,93253,97057,314247,1054858,1085616,1196386,507608,185082,253751,543975,404189,1848205,948164,659641,288523,2047188,6268511,644610,284854,359756,890234,61887,25326,36561,71255,206015,77058,128957,173187
"G530","2010","Washington","53","530","Washington",6724540,3349707,3374833,1581354,5143186,37.3,225088,219702,224717,140695,96882,48909,47583,141639,245014,229863,459437,492504,221321,79594,106784,219824,110068,40083,214569,210175,213516,132892,91659,45177,44300,133904,235384,223520,448868,495701,231757,82860,112849,237396,143118,77188,5196362,240042,103869,871341,312926,3264456,3320709,438744,429202,437320,271463,163535,82864,84487,263943,914634,894436,975365,448714,160991,217779,452239,349449,1576729,801688,540255,261433,1687455,5171932,534541,245538,289003,754308,65903,27432,38471,58499,162000,63032,98968,112204
"G540","2010","West Virginia","54","540","West Virginia",1852994,913586,939408,387418,1465576,41.3,53300,54429,55544,35394,26465,13265,12364,34296,55073,56821,119829,136513,68576,26607,35444,77896,40354,11416,50760,51587,53501,32903,25330,12608,11941,32730,53371,55433,117665,139643,70792,27349,36057,85624,57609,24505,1739988,63124,3787,18953,27142,884134,919478,103974,105948,108724,67271,41579,22165,21843,63562,213602,232468,272068,138005,53479,70853,161674,126397,385917,288071,192218,95853,502332,1445994,130068,53849,76219,250358,17890,7642,10248,18484,43237,17331,25906,42295
"G550","2010","Wisconsin","55","550","Wisconsin",5686986,2822400,2864586,1339492,4347494,38.5,183391,188286,192232,121681,83122,41007,39578,116312,189349,178120,366357,436842,192952,67592,88164,190235,109730,37450,175052,180331,183695,114824,79582,39756,38638,111261,182998,171227,359309,436911,193034,67845,90224,210261,148583,81055,4902067,359148,54526,266928,104317,2738165,2798607,358117,368370,375147,234047,127496,66510,70958,218472,705091,713831,862796,382345,134207,176709,395341,347335,1335681,742676,487925,254751,1468917,4386310,443396,192325,251071,687948,57788,24053,33735,45837,146288,60429,85859,87660
"G560","2010","Wyoming","56","560","Wyoming",563626,287437,276189,135402,428224,36.8,20596,19203,18592,11385,8241,4406,4211,12698,21752,18919,34851,42163,20928,7338,9540,19681,9880,3053,19607,18010,17363,10646,7870,3971,3763,11269,19524,17454,32115,41414,20018,6785,8904,19887,12040,5549,511279,4748,13336,21902,12361,279175,270739,40150,37158,35814,21655,13222,7177,7267,22891,75948,65734,82410,40599,14026,18298,39112,28453,134777,67565,45435,22130,146644,434228,44512,21318,23194,71022,6431,2779,3652,4562,12793,5606,7187,7324
"G720","2010","Puerto Rico","72","720","Puerto Rico",3725789,1785171,1940618,903295,2822494,36.9,115173,123228,137289,86833,58020,29425,26883,74269,118578,119708,230922,226070,102262,40118,59972,141909,71207,23305,109583,116776,131282,83131,56275,28780,26221,75272,125581,128465,252606,261737,121345,47277,70710,169753,96533,39291,2825100,461498,19839,297106,122246,1758859,1928975,224386,239765,268104,168760,112514,57460,52267,147034,484127,478321,484086,222281,86910,129903,309086,222830,901015,531916,387344,144572,1006317,3193174,250652,99667,150985,369224,30575,13777,16798,44469,150485,51500,98985,160912
"G010","2020","Alabama","01","010","Alabama",5024279,2426844,2597435,1107113,3917166,39.7,146518,154192,165911,98883,71236,37892,36272,95966,153924,150743,294693,305347,165902,65651,94232,246022,112619,30841,140011,148445,159120,94033,74323,39476,37851,98474,160320,160373,314272,321258,178020,71892,104326,285156,150181,59904,3220452,1296162,33625,217087,256953,2355489,2540856,286257,302446,324362,191648,122452,66976,66783,186367,610028,594716,616628,339330,135760,196018,522922,333652,1104713,856574,,,1316472,3969848,313302,132423,180879,584317,43194,16737,26457,61377,151789,60525,91264,162493
"G020","2020","Alaska","02","020","Alaska",733391,381417,351974,179388,554003,35.6,24861,26134,26665,14934,10038,5695,5667,16286,28971,29668,51557,44041,25150,10177,13993,33579,11424,2577,23243,24920,24679,13952,8509,4358,4267,13183,26087,27313,46829,40793,23181,9537,13518,31618,12045,3942,435392,21898,111575,75002,89524,358513,344587,48033,50942,51190,28504,16704,8637,8620,26641,105604,93445,80860,46258,18937,26662,63829,28234,178669,92063,,,173722,556614,51804,24931,26873,74144,9312,3782,5530,8466,16451,6597,9854,13545
"G040","2020","Arizona","04","040","Arizona",7151502,3537343,3614159,1609526,5541976,38.9,199552,226353,247901,147704,99944,52503,49817,142959,242748,236010,434425,411892,215595,87236,124801,371270,192307,54326,192818,217525,237396,140277,97966,50760,47605,134069,230830,226899,430176,420883,230438,95656,139592,419466,221505,80298,4322337,339150,319512,1173697,996806,3434523,3556710,391939,443369,484427,285754,174899,92140,90805,267951,909514,842207,818035,440031,180711,261640,782850,524961,1605489,1307811,,,1771949,5586713,445648,190092,255556,811894,81575,32663,48912,89679,166088,59711,106377,177065
"G050","2020","Arkansas","05","050","Arkansas",3011524,1476498,1535026,699251,2312273,38.8,91817,98771,105410,62273,41898,21485,20825,57113,94401,94367,183940,177677,97088,38217,54033,146709,70893,19581,87758,94023,100427,58772,41972,21174,20614,56898,94435,95999,187304,181461,102441,40749,59315,166011,90320,35353,2114512,453783,27177,202477,213575,1427617,1501389,179289,192549,205370,120055,68753,36033,37301,109325,369167,361405,352531,196500,77805,111824,307813,203286,697263,511099,,,781249,2355788,199056,86378,112678,351804,30217,12228,17989,33913,87647,35806,51841,78612
"G060","2020","California","06","060","California",39538223,19549003,19989220,8711118,30827105,37.5,1090803,1222793,1339118,802765,550481,288240,279278,836937,1489276,1475900,2655950,2450686,1234728,478040,656912,1657599,767198,272299,1046636,1170426,1274773,763804,527021,272599,264239,790260,1425982,1435674,2670059,2526569,1286009,504162,710939,1889699,978090,452279,16296122,2237044,631016,14613806,5760235,18983549,19636742,2131702,2388097,2608041,1555242,969278,506402,499972,1555558,5674163,5216017,4888090,2472973,964563,1344386,3488076,2357731,8683082,5845807,,,9296271,31567724,2704730,1124183,1580547,3759587,382709,151746,230963,546749,833638,285904,547734,1068858
"G080","2020","Colorado","08","080","Colorado",5773714,2899751,2873963,1264138,4509576,37.2,160331,178024,194051,115315,77558,40645,39796,118375,230827,233250,408984,354510,176499,70816,100176,260083,108103,32408,154249,169501,183459,109208,73283,37291,36385,110428,213841,217914,390038,345477,183386,74647,106755,283019,130720,54362,4082927,234828,74129,674160,707670,2821176,2825690,314128,347262,377109,223297,125331,67975,69367,219959,877153,785135,690804,355513,143805,204784,536967,308277,1261796,845244,,,1429167,4400075,428409,186668,241741,651779,58111,20337,37774,62874,116259,38644,77615,111735
"G090","2020","Connecticut","09","090","Connecticut",3605944,1749853,1856091,736717,2869227,41.1,89943,101027,112896,72413,49943,26218,25443,67857,112227,114291,212542,227203,130651,51164,70936,172461,82265,30373,86888,96609,108303,68638,49939,26484,24516,64529,109980,117817,224270,244000,139939,55307,76906,196665,107947,57354,2395128,388675,16051,473186,332904,1694502,1803440,176611,197414,220856,139759,75582,39738,40928,125247,445416,429392,465509,267158,105181,145963,363366,259822,734640,623188,,,917163,2798227,245357,98892,146465,404762,31637,11563,20074,42604,94830,32029,62801,97973
"G100","2020","Delaware","10","100","Delaware",989948,476719,513229,206405,783543,41.1,26159,28828,31116,18794,12907,7553,7110,18225,29902,30264,56150,56511,33389,13233,19469,54159,25729,7221,25071,28092,30208,18137,12821,7658,6850,18079,30529,31970,59920,61396,37144,15212,22674,63651,31606,12211,597763,218899,5148,91620,76518,464145,503058,51206,56911,61280,36806,22467,12099,12058,33562,119829,114358,116672,69828,28198,41789,116748,73392,206203,190140,,,257807,781233,59088,25289,33799,121288,9734,3719,6015,11911,26729,9856,16873,29057
"G110","2020","District of Columbia","11","110","District of Columbia",689545,322777,366768,114384,575161,33.9,18908,17025,14619,7598,8269,5247,4584,17069,37487,37510,51021,34170,17336,6613,8971,22467,10272,3611,18160,16283,14309,7482,10398,7531,6599,23409,45790,41790,53994,35337,17939,7114,10207,28739,14813,6874,273194,285810,3193,71271,56077,303225,345638,36389,32777,28613,14872,9194,5577,6601,37123,158820,102717,67446,33850,13125,18411,49521,33827,112651,83348,,,132188,394232,28782,16716,12066,46955,4537,1989,2548,7236,21092,8610,12482,23586
"G120","2020","Florida","12","120","Florida",21538187,10464234,11073953,4198955,17339232,43.0,525258,588724,645046,386492,268089,137148,133289,380769,648960,667359,1266131,1317237,736911,288786,409398,1200754,655506,208377,505026,563134,617470,367805,266838,135328,130086,369168,642480,680807,1323334,1386201,797759,320089,465039,1387252,788326,327811,12422961,3246381,94795,2221978,3552072,10183385,10890219,1029164,1150942,1260798,749177,469149,246247,242996,722677,2576101,2537135,2664333,1515328,601354,864410,2557921,1885872,4190081,4443793,,,5571482,16719300,1251401,507065,744336,2635887,210198,82082,128116,282047,546220,191743,354477,645729
